Type	Time	Value	Data center
rtb.requests	1561413960	1556.088334	dc=S
rtb.requests	1561414320	1759.605	dc=S
rtb.requests	1561414380	1736.330556	dc=S
rtb.requests	1561414680	1844.91	dc=S
rtb.requests	1561414740	1854.721111	dc=S
rtb.requests	1561415040	1800.697223	dc=S
rtb.requests	1561415100	1797.561111	dc=S
rtb.requests	1561415400	1995.830556	dc=S
rtb.requests	1561415460	1995.713889	dc=S
rtb.requests	1561415760	1853.428334	dc=S
rtb.requests	1561416120	1800.342223	dc=S
rtb.requests	1561416180	1846.101588	dc=S
rtb.requests	1561416480	1809.325	dc=S
rtb.requests	1561416840	1939.038889	dc=S
rtb.requests	1561416900	1846.922223	dc=S
rtb.requests	1561417200	1992.797937	dc=S
rtb.requests	1561417260	2010.953889	dc=S
rtb.requests	1561417560	1982.133334	dc=S
rtb.requests	1561417620	1990.241667	dc=S
rtb.requests	1561417920	2140.824445	dc=S
rtb.requests	1561417980	2135.346667	dc=S
rtb.requests	1561418280	2199.605	dc=S
rtb.requests	1561418340	2181.268254	dc=S
rtb.requests	1561418640	2436.950953	dc=S
rtb.requests	1561418700	2454.614445	dc=S
rtb.requests	1561419000	2480.049445	dc=S
rtb.requests	1561419060	2487.966111	dc=S
rtb.requests	1561419360	2637.041667	dc=S
rtb.requests	1561419420	2650.555556	dc=S
rtb.requests	1561419720	2686.186111	dc=S
rtb.requests	1561419780	2684.124603	dc=S
rtb.requests	1561420080	3046.125	dc=S
rtb.requests	1561420140	3048.494445	dc=S
rtb.requests	1561420440	3227.458889	dc=S
rtb.requests	1561420500	3227.339445	dc=S
rtb.requests	1561420800	3125.147778	dc=S
rtb.requests	1561420860	3085.463889	dc=S
rtb.requests	1561421160	2968.752302	dc=S
rtb.requests	1561421220	2987.567778	dc=S
rtb.requests	1561421520	3456.306111	dc=S
rtb.requests	1561421580	3455.23254	dc=S
rtb.requests	1561421880	3855.016667	dc=S
rtb.requests	1561422240	4327.663334	dc=S
rtb.requests	1561422300	4317.145238	dc=S
rtb.requests	1561422600	4893.364683	dc=S
rtb.requests	1561422660	4843.015873	dc=S
rtb.requests	1561422960	4332.214683	dc=S
rtb.requests	1561423020	4352.169445	dc=S
rtb.requests	1561423320	4807.752778	dc=S
rtb.requests	1561423380	4808.816667	dc=S
rtb.requests	1561423680	5140.720556	dc=S
rtb.requests	1561424040	5519.303889	dc=S
rtb.requests	1561424100	5425.535318	dc=S
rtb.requests	1561424400	5728.397381	dc=S
rtb.requests	1561424460	5727.708889	dc=S
rtb.requests	1561424760	6050.926111	dc=S
rtb.requests	1561424820	6031.955556	dc=S
rtb.requests	1561425120	5715.022619	dc=S
rtb.requests	1561425180	5781.363889	dc=S
rtb.requests	1561425480	6567.755556	dc=S
rtb.requests	1561425540	6523.762699	dc=S
rtb.requests	1561425840	7032.786667	dc=S
rtb.requests	1561426200	7171.831111	dc=S
rtb.requests	1561426260	7143.218651	dc=S
rtb.requests	1561426560	7299.692778	dc=S
rtb.requests	1561426920	8606.84	dc=S
rtb.requests	1561426980	8550.536111	dc=S
rtb.requests	1561427280	7647.990159	dc=S
rtb.requests	1561427340	7691.982223	dc=S
rtb.requests	1561427640	8227.476667	dc=S
rtb.requests	1561427700	8204.686508	dc=S
rtb.requests	1561428000	-3622.098174	dc=S
rtb.requests	1561428060	-3576.097777	dc=S
rtb.requests	1561428360	8109.854723	dc=S
rtb.requests	1561428420	8077.051945	dc=S
rtb.requests	1561428720	-98273.33278	dc=S
rtb.requests	1561428780	-142325.554	dc=S
rtb.requests	1561429080	-142363.6679	dc=S
rtb.requests	1561429140	10553.83535	dc=S
rtb.requests	1561429440	12755.56537	dc=S
rtb.requests	1561429500	12759.52093	dc=S
rtb.requests	1561429800	13120.47259	dc=S
rtb.requests	1561429860	2935.96545	dc=S
rtb.requests	1561430160	12075.925	dc=S
rtb.requests	1561430220	12071.46944	dc=S
rtb.requests	1561430520	11984.31167	dc=S
rtb.requests	1561430580	11873.63571	dc=S
rtb.requests	1561430880	12561.78849	dc=S
rtb.requests	1561430940	12612.33056	dc=S
rtb.requests	1561431240	12425.00833	dc=S
rtb.requests	1561431300	11857.92262	dc=S
rtb.requests	1561431600	11868.72262	dc=S
rtb.requests	1561431660	12383.78056	dc=S
rtb.requests	1561431960	14140.34333	dc=S
rtb.requests	1561432020	13999.35167	dc=S
rtb.requests	1561432320	13643.39944	dc=S
rtb.requests	1561432380	13687.37937	dc=S
rtb.requests	1561432680	14475.21056	dc=S
rtb.requests	1561432740	14478.91056	dc=S
rtb.requests	1561433040	14463.89278	dc=S
rtb.requests	1561433100	14227.77302	dc=S
rtb.requests	1561433400	13908.96889	dc=S
rtb.requests	1561433460	13890.03278	dc=S
rtb.requests	1561433760	14438.86611	dc=S
rtb.requests	1561433820	13437.05873	dc=S
rtb.requests	1561434120	13097.32262	dc=S
rtb.requests	1561434180	14052.49444	dc=S
rtb.requests	1561434480	15034.27556	dc=S
rtb.requests	1561434540	15118.66722	dc=S
rtb.requests	1561434840	-106828.9067	dc=S
rtb.requests	1561434900	-270192.3317	dc=S
rtb.requests	1561435200	-652992.7283	dc=S
rtb.requests	1561435260	-575417.7992	dc=S
rtb.requests	1561435560	19965.30519	dc=S
rtb.requests	1561435920	20725.35148	dc=S
rtb.requests	1561435980	19857.77831	dc=S
rtb.requests	1561436280	20623.59683	dc=S
rtb.requests	1561436340	11343.00299	dc=S
rtb.requests	1561436640	19822.22167	dc=S
rtb.requests	1561437000	20333.82444	dc=S
rtb.requests	1561437060	18880.10635	dc=S
rtb.requests	1561437360	18213.57024	dc=S
rtb.requests	1561437420	19071.45556	dc=S
rtb.requests	1561437720	19777.55833	dc=S
rtb.requests	1561437780	19510.38611	dc=S
rtb.requests	1561438080	19451.57278	dc=S
rtb.requests	1561438140	19198.00889	dc=S
rtb.requests	1561438440	19196.57	dc=S
rtb.requests	1561438500	17817.71706	dc=S
rtb.requests	1561438800	17135.10988	dc=S
rtb.requests	1561438860	16747.65274	dc=S
rtb.requests	1561439160	16949.31222	dc=S
rtb.requests	1561439220	15846.86032	dc=S
rtb.requests	1561439520	17021.36556	dc=S
rtb.requests	1561439880	15296.49333	dc=S
rtb.requests	1561439940	15070.64048	dc=S
rtb.requests	1561440240	14108.47381	dc=S
rtb.requests	1561440300	14259.72024	dc=S
rtb.requests	1561440600	14372.31444	dc=S
rtb.requests	1561440660	14348.32	dc=S
rtb.requests	1561440960	14313.13833	dc=S
rtb.requests	1561441020	14277.07698	dc=S
rtb.requests	1561441320	15576.27976	dc=S
rtb.requests	1561441380	14642.80516	dc=S
rtb.requests	1561441680	14829.3996	dc=S
rtb.requests	1561441740	14068.56984	dc=S
rtb.requests	1561442040	14639.40556	dc=S
rtb.requests	1561442100	14618.09167	dc=S
rtb.requests	1561442400	14982.83611	dc=S
rtb.requests	1561442460	13268.83849	dc=S
rtb.requests	1561442760	14866.19611	dc=S
rtb.requests	1561443120	15255.56278	dc=S
rtb.requests	1561443180	13786.28492	dc=S
rtb.requests	1561443480	14794.7546	dc=S
rtb.requests	1561443540	14828.12167	dc=S
rtb.requests	1561443840	14173.17333	dc=S
rtb.requests	1561443900	14024.26032	dc=S
rtb.requests	1561444320	14517.4499	dc=S
rtb.requests	1561444380	14158.97338	dc=S
rtb.requests	1561444680	14156.83889	dc=S
rtb.requests	1561445040	12934.85278	dc=S
rtb.requests	1561445400	12286.81667	dc=S
rtb.requests	1561445760	12497.81111	dc=S
rtb.requests	1561445820	12470.11032	dc=S
rtb.requests	1561446120	12842.57921	dc=S
rtb.requests	1561446180	12577.96056	dc=S
rtb.requests	1561446480	10600.51167	dc=S
rtb.requests	1561446540	10577.89802	dc=S
rtb.requests	1561446840	11595.595	dc=S
rtb.requests	1561446900	11371.23944	dc=S
rtb.requests	1561447200	12141.58389	dc=S
rtb.requests	1561447560	12254.77	dc=S
rtb.requests	1561447620	-94833.67253	dc=S
rtb.requests	1561447920	-64383.04452	dc=S
rtb.requests	1561447980	18586.95833	dc=S
rtb.requests	1561448280	17571.69056	dc=S
rtb.requests	1561448340	17223.95357	dc=S
rtb.requests	1561448640	18193.0894	dc=S
rtb.requests	1561448700	18293.74773	dc=S
rtb.requests	1561449000	17549.84333	dc=S
rtb.requests	1561449060	17535.68778	dc=S
rtb.requests	1561449360	16779.98722	dc=S
rtb.requests	1561449420	17088.16191	dc=S
rtb.requests	1561449720	16299.69802	dc=S
rtb.requests	1561449780	16240.71468	dc=S
rtb.requests	1561450080	17337.97111	dc=S
rtb.requests	1561450140	17023.54889	dc=S
rtb.requests	1561450440	17037.48611	dc=S
rtb.requests	1561450500	17302.08056	dc=S
rtb.requests	1561450800	17628.20833	dc=S
rtb.requests	1561450860	16344.51746	dc=S
rtb.requests	1561451160	18174.72921	dc=S
rtb.requests	1561451220	17796.54667	dc=S
rtb.requests	1561451520	17222.82389	dc=S
rtb.requests	1561451580	17231.16556	dc=S
rtb.requests	1561451880	16402.43611	dc=S
rtb.requests	1561451940	16595.39286	dc=S
rtb.requests	1561452240	-154653.1849	dc=S
rtb.requests	1561452300	-155527.771	dc=S
rtb.requests	1561452600	15896.11508	dc=S
rtb.requests	1561452660	16044.12183	dc=S
rtb.requests	1561453020	16302.06944	dc=S
rtb.requests	1561453320	16344.21659	dc=S
rtb.requests	1561453380	14989.24	dc=S
rtb.requests	1561453680	15101.96	dc=S
rtb.requests	1561453740	15786.60167	dc=S
rtb.requests	1561454040	-599792.8623	dc=S
rtb.requests	1561454400	-4605179.815	dc=S
rtb.requests	1561454460	-4656151.122	dc=S
rtb.requests	1561454760	-802533.9795	dc=S
rtb.requests	1561454820	1032.790606	dc=S
rtb.requests	1561455120	17133.88778	dc=S
rtb.requests	1561455180	16265.37111	dc=S
rtb.requests	1561455480	16661.13889	dc=S
rtb.requests	1561455540	16751.82778	dc=S
rtb.requests	1561455840	15992.67333	dc=S
rtb.requests	1561455900	15839.82778	dc=S
rtb.requests	1561456200	16001.175	dc=S
rtb.requests	1561456260	15104.41468	dc=S
rtb.requests	1561456620	16191.17738	dc=S
rtb.requests	1561456920	16141.50833	dc=S
rtb.requests	1561456980	14341.68333	dc=S
rtb.requests	1561457280	14247.63333	dc=S
rtb.requests	1561457340	14562.11667	dc=S
rtb.requests	1561457640	15024.58579	dc=S
rtb.requests	1561458000	14067.37374	dc=S
rtb.requests	1561458360	14043.63763	dc=S
rtb.requests	1561458420	13055.60635	dc=S
rtb.requests	1561458720	15176.32063	dc=S
rtb.requests	1561458780	15056.80556	dc=S
rtb.requests	1561459080	13892.40611	dc=S
rtb.requests	1561459140	13775.08214	dc=S
rtb.requests	1561459320	14279.14028	dc=S
rtb.requests	1561459380	14155.69444	dc=S
rtb.requests	1561459680	13505.35167	dc=S
rtb.requests	1561459740	13568.52389	dc=S
rtb.requests	1561460040	13517.29889	dc=S
rtb.requests	1561460100	13199.24286	dc=S
rtb.requests	1561460400	12456.08452	dc=S
rtb.requests	1561460460	12006.65714	dc=S
rtb.requests	1561460760	13093.02611	dc=S
rtb.requests	1561460820	12984.86222	dc=S
rtb.requests	1561461120	12770.76333	dc=S
rtb.requests	1561461180	12484.01468	dc=S
rtb.requests	1561461480	12428.62302	dc=S
rtb.requests	1561461540	12308.22024	dc=S
rtb.requests	1561461840	12456.57825	dc=S
rtb.requests	1561461900	12376.01	dc=S
rtb.requests	1561462200	12386.70722	dc=S
rtb.requests	1561462260	12018.88492	dc=S
rtb.requests	1561462560	12337.15944	dc=S
rtb.requests	1561462620	12284.76778	dc=S
rtb.requests	1561462920	12173.30556	dc=S
rtb.requests	1561462980	12189.38056	dc=S
rtb.requests	1561463280	11626.70278	dc=S
rtb.requests	1561463340	11651.34365	dc=S
rtb.requests	1561463640	11217.27976	dc=S
rtb.requests	1561463700	11483.05556	dc=S
rtb.requests	1561464000	10537.67	dc=S
rtb.requests	1561464060	10457.21167	dc=S
rtb.requests	1561464360	11067.19222	dc=S
rtb.requests	1561464420	10477.94921	dc=S
rtb.requests	1561464720	11383.76611	dc=S
rtb.requests	1561465080	11606.53333	dc=S
rtb.requests	1561465440	12923.86111	dc=S
rtb.requests	1561465800	13752.15833	dc=S
rtb.requests	1561465860	13361.3754	dc=S
rtb.requests	1561466160	13489.67778	dc=S
rtb.requests	1561466520	13294.47222	dc=S
rtb.requests	1561466880	13245.39444	dc=S
rtb.requests	1561466940	12928.32579	dc=S
rtb.requests	1561467240	13142.24246	dc=S
rtb.requests	1561467300	12689.77817	dc=S
rtb.requests	1561467600	12199.07619	dc=S
rtb.requests	1561467660	12194.23056	dc=S
rtb.requests	1561467960	12904.33056	dc=S
rtb.requests	1561468020	12884.525	dc=S
rtb.requests	1561468320	13017.98389	dc=S
rtb.requests	1561468680	14273.77333	dc=S
rtb.requests	1561468740	13198.24762	dc=S
rtb.requests	1561469040	13472.30317	dc=S
rtb.requests	1561469100	13421.1619	dc=S
rtb.requests	1561469400	13752.32444	dc=S
rtb.requests	1561469760	14491.81667	dc=S
rtb.requests	1561469820	13547.84524	dc=S
rtb.requests	1561470120	14153.97746	dc=S
rtb.requests	1561470180	14236.87667	dc=S
rtb.requests	1561470480	13277.16556	dc=S
rtb.requests	1561470540	13140.01389	dc=S
rtb.requests	1561470840	13367.80556	dc=S
rtb.requests	1561470900	13352.81429	dc=S
rtb.requests	1561471200	11765.13167	dc=S
rtb.requests	1561471260	11760.67056	dc=S
rtb.requests	1561471560	12690.61944	dc=S
rtb.requests	1561471620	12374.99683	dc=S
rtb.requests	1561471920	12849.04778	dc=S
rtb.requests	1561472280	13371.82	dc=S
rtb.requests	1561472340	12754.84286	dc=S
rtb.requests	1561472640	12684.475	dc=S
rtb.requests	1561473000	12417.87833	dc=S
rtb.requests	1561473060	12376.14405	dc=S
rtb.requests	1561473360	12225.91071	dc=S
rtb.requests	1561473420	12152.30079	dc=S
rtb.requests	1561473720	12206.8119	dc=S
rtb.requests	1561473780	12206.51548	dc=S
rtb.requests	1561474080	11643.72722	dc=S
rtb.requests	1561474140	11616.99667	dc=S
rtb.requests	1561474440	12079.56056	dc=S
rtb.requests	1561474500	11756.47302	dc=S
rtb.requests	1561474800	10531.15992	dc=S
rtb.requests	1561474860	10632.97222	dc=S
rtb.requests	1561475160	10023.17	dc=S
rtb.requests	1561475220	10018.47556	dc=S
rtb.requests	1561475520	10767.41444	dc=S
rtb.requests	1561475580	10304.64802	dc=S
rtb.requests	1561475880	10568.62381	dc=S
rtb.requests	1561475940	10611.34722	dc=S
rtb.requests	1561476240	10665.24167	dc=S
rtb.requests	1561476300	9951.32619	dc=S
rtb.requests	1561476600	10330.15444	dc=S
rtb.requests	1561476960	10877.46167	dc=S
rtb.requests	1561477020	10495.05357	dc=S
rtb.requests	1561477320	10287.3	dc=S
rtb.requests	1561477680	10310.41389	dc=S
rtb.requests	1561478040	9845.172222	dc=S
rtb.requests	1561478100	9809.940079	dc=S
rtb.requests	1561478400	8941.667857	dc=S
rtb.requests	1561478460	8853.614286	dc=S
rtb.requests	1561478760	8550.262778	dc=S
rtb.requests	1561478820	8488.451667	dc=S
rtb.requests	1561479120	7991.025	dc=S
rtb.requests	1561479480	8354.566431	dc=S
rtb.requests	1561479540	8090.229923	dc=S
rtb.requests	1561479840	8039.35627	dc=S
rtb.requests	1561479900	8056.592778	dc=S
rtb.requests	1561480200	8068.728889	dc=S
rtb.requests	1561480260	8082.113095	dc=S
rtb.requests	1561480560	6802.755159	dc=S
rtb.requests	1561480620	6932.65	dc=S
rtb.requests	1561480920	7182.85	dc=S
rtb.requests	1561480980	7121.622222	dc=S
rtb.requests	1561481340	7210.369444	dc=S
rtb.requests	1561481640	7611.354206	dc=S
rtb.requests	1561481700	7384.460556	dc=S
rtb.requests	1561482000	6166.24	dc=S
rtb.requests	1561482060	6233.753889	dc=S
rtb.requests	1561482360	6249.684444	dc=S
rtb.requests	1561482420	6223.603889	dc=S
rtb.requests	1561482720	6198.431667	dc=S
rtb.requests	1561482780	6170.614286	dc=S
rtb.requests	1561483080	5618.21	dc=S
rtb.requests	1561483440	5527.290556	dc=S
rtb.requests	1561483500	5403.162302	dc=S
rtb.requests	1561483800	5554.578968	dc=S
rtb.requests	1561483860	5423.677381	dc=S
rtb.requests	1561484160	5305.91	dc=S
rtb.requests	1561484520	5433.404444	dc=S
rtb.requests	1561484580	5067.187302	dc=S
rtb.requests	1561484880	4869.939762	dc=S
rtb.requests	1561484940	4865.521111	dc=S
rtb.requests	1561485240	4645.349125	dc=S
rtb.requests	1561485300	4634.733808	dc=S
rtb.requests	1561485600	4061.663968	dc=S
rtb.requests	1561485660	4022.918333	dc=S
rtb.requests	1561485960	4264.648732	dc=S
rtb.requests	1561486020	4266.170954	dc=S
rtb.requests	1561486320	4138.024814	dc=S
rtb.requests	1561486380	4109.623624	dc=S
rtb.requests	1561486680	4132.937698	dc=S
rtb.requests	1561486740	4037.725736	dc=S
rtb.requests	1561487040	3988.686847	dc=S
rtb.requests	1561487100	3995.09246	dc=S
rtb.requests	1561487400	3923.213333	dc=S
rtb.requests	1561487760	3680.438333	dc=S
rtb.requests	1561487820	3603.829762	dc=S
rtb.requests	1561488120	3555.415714	dc=S
rtb.requests	1561488180	3558.949426	dc=S
rtb.requests	1561488480	3210.645556	dc=S
rtb.requests	1561488840	3245.663889	dc=S
rtb.requests	1561489200	2932.483333	dc=S
rtb.requests	1561489260	2893.598413	dc=S
rtb.requests	1561489560	2938.093889	dc=S
rtb.requests	1561489920	2823.832778	dc=S
rtb.requests	1561489980	2760.648413	dc=S
rtb.requests	1561490280	2677.975635	dc=S
rtb.requests	1561490340	2680.068889	dc=S
rtb.requests	1561490640	2611.991111	dc=S
rtb.requests	1561490700	2633.23254	dc=S
rtb.requests	1561491000	2401.293016	dc=S
rtb.requests	1561491060	2397.583889	dc=S
rtb.requests	1561491360	2198.099705	dc=S
rtb.requests	1561491420	2197.352483	dc=S
rtb.requests	1561491720	2204.956111	dc=S
rtb.requests	1561492080	2184.25	dc=S
rtb.requests	1561492440	2226.952778	dc=S
rtb.requests	1561492500	2162.724603	dc=S
rtb.requests	1561492800	1942.075952	dc=S
rtb.requests	1561492860	1976.325556	dc=S
rtb.requests	1561493160	2036.253816	dc=S
rtb.requests	1561493220	2027.18715	dc=S
rtb.requests	1561493520	1979.466667	dc=S
rtb.requests	1561493580	1977.702778	dc=S
rtb.requests	1561493880	1790.816667	dc=S
rtb.requests	1561493940	1793.713889	dc=S
rtb.requests	1561494240	1782.046667	dc=S
rtb.requests	1561494300	1758.572222	dc=S
rtb.requests	1561494600	1674.781111	dc=S
rtb.requests	1561494960	1790.27	dc=S
rtb.requests	1561495020	1730.813492	dc=S
rtb.requests	1561495320	1661.243968	dc=S
rtb.requests	1561495380	1667.817778	dc=S
rtb.requests	1561495680	1600.265556	dc=S
rtb.requests	1561496040	1651.098889	dc=S
rtb.requests	1561496100	1606.361508	dc=S
rtb.requests	1561496400	1455.040215	dc=S
rtb.requests	1561496460	1458.06323	dc=S
rtb.requests	1561496760	1571.203889	dc=S
rtb.requests	1561496820	1546.138095	dc=S
rtb.requests	1561497120	1434.963492	dc=S
rtb.requests	1561497180	1439.630556	dc=S
rtb.requests	1561497480	1547.113889	dc=S
rtb.requests	1561497540	1549.925	dc=S
rtb.requests	1561497840	1645.858889	dc=S
rtb.requests	1561497900	1642.57	dc=S
rtb.requests	1561498200	1691.417222	dc=S
rtb.requests	1561498260	1617.578968	dc=S
rtb.requests	1561498560	1727.956111	dc=S
rtb.requests	1561498620	1726.375556	dc=S
rtb.requests	1561498920	1669.473333	dc=S
rtb.requests	1561498980	1626.639683	dc=S
rtb.requests	1561499280	1555.741667	dc=S
rtb.requests	1561499640	1633.638333	dc=S
rtb.requests	1561499700	1616.865476	dc=S
rtb.requests	1561500000	1586.887698	dc=S
rtb.requests	1561500060	1577.721825	dc=S
rtb.requests	1561500360	1699.346825	dc=S
rtb.requests	1561500420	1614.571429	dc=S
rtb.requests	1561500720	1665.952778	dc=S
rtb.requests	1561500780	1666.388889	dc=S
rtb.requests	1561501080	1810.203333	dc=S
rtb.requests	1561501140	1800.336905	dc=S
rtb.requests	1561501440	1762.075436	dc=S
rtb.requests	1561501500	1791.452008	dc=S
rtb.requests	1561501800	1690.080144	dc=S
rtb.requests	1561501860	1684.751587	dc=S
rtb.requests	1561502160	1782.071032	dc=S
rtb.requests	1561502220	1708.307143	dc=S
rtb.requests	1561502520	2091.295535	dc=S
rtb.requests	1561502580	2091.298313	dc=S
rtb.requests	1561502880	2045.630556	dc=S
rtb.requests	1561503240	2178.662778	dc=S
rtb.requests	1561503300	2174.545635	dc=S
rtb.requests	1561503600	2372.962302	dc=S
rtb.requests	1561503660	2355.911111	dc=S
rtb.requests	1561503960	2300.485397	dc=S
rtb.requests	1561504020	2326.573889	dc=S
rtb.requests	1561504320	2383.482222	dc=S
rtb.requests	1561504380	2375.298413	dc=S
rtb.requests	1561504680	2610.299444	dc=S
rtb.requests	1561504740	2608.793889	dc=S
rtb.requests	1561505040	2855.726111	dc=S
rtb.requests	1561505100	2849.900794	dc=S
rtb.requests	1561505400	2966.173016	dc=S
rtb.requests	1561505460	2924.357143	dc=S
rtb.requests	1561505760	2982.161508	dc=S
rtb.requests	1561505820	3006.327778	dc=S
rtb.requests	1561506120	3048.02	dc=S
rtb.requests	1561506180	3128.492222	dc=S
rtb.requests	1561506480	3240.228333	dc=S
rtb.requests	1561506840	3566.84	dc=S
rtb.requests	1561506900	3529.652381	dc=S
rtb.requests	1561507200	3416.409286	dc=S
rtb.requests	1561507260	3430.972778	dc=S
rtb.requests	1561507560	3501.533889	dc=S
rtb.requests	1561507620	3373.662302	dc=S
rtb.requests	1561507920	3661.079841	dc=S
rtb.requests	1561507980	3662.785	dc=S
rtb.requests	1561508280	4018.275	dc=S
rtb.requests	1561508340	4016.475	dc=S
rtb.requests	1561508640	4376.15	dc=S
rtb.requests	1561508700	4346.18373	dc=S
rtb.requests	1561509000	4235.518016	dc=S
rtb.requests	1561509060	4259.383889	dc=S
rtb.requests	1561509360	4489.748889	dc=S
rtb.requests	1561509420	4511.993333	dc=S
rtb.requests	1561509720	5065.712778	dc=S
rtb.requests	1561509780	5074.615556	dc=S
rtb.requests	1561510080	5484.682222	dc=S
rtb.requests	1561510140	5502.224206	dc=S
rtb.requests	1561510440	5591.838095	dc=S
rtb.requests	1561510500	5554.464286	dc=S
rtb.requests	1561510800	6014.304444	dc=S
rtb.requests	1561510860	6018.576667	dc=S
rtb.requests	1561511160	5849.755556	dc=S
rtb.requests	1561511220	5816.825	dc=S
rtb.requests	1561511520	6075.908889	dc=S
rtb.requests	1561511880	6307.667222	dc=S
rtb.requests	1561511940	6278.913492	dc=S
rtb.requests	1561512240	6439.508651	dc=S
rtb.requests	1561512300	6455.542778	dc=S
rtb.requests	1561512600	6794.837222	dc=S
rtb.requests	1561512660	6887.661905	dc=S
rtb.requests	1561512960	7241.516667	dc=S
rtb.requests	1561513020	7235.422222	dc=S
rtb.requests	1561513320	7951.817222	dc=S
rtb.requests	1561513380	7931.476587	dc=S
rtb.requests	1561513680	7752.42381	dc=S
rtb.requests	1561513740	7484.417857	dc=S
rtb.requests	1561514040	8701.207143	dc=S
rtb.requests	1561514100	8529.816667	dc=S
rtb.requests	1561514400	7856.795	dc=S
rtb.requests	1561514460	7980.12	dc=S
rtb.requests	1561514760	7866.953333	dc=S
rtb.requests	1561514820	7331.309921	dc=S
rtb.requests	1561515120	8212.178333	dc=S
rtb.requests	1561515180	8204.889444	dc=S
rtb.requests	1561515480	8919.497778	dc=S
rtb.requests	1561515540	-249490.2596	dc=S
rtb.requests	1561515840	-201545.4414	dc=S
rtb.requests	1561515900	14043.93991	dc=S
rtb.requests	1561516200	14075.12325	dc=S
rtb.requests	1561516260	12938.80955	dc=S
rtb.requests	1561516560	13694.03781	dc=S
rtb.requests	1561516620	14919.89056	dc=S
rtb.requests	1561516920	14593.78	dc=S
rtb.requests	1561516980	15506.90222	dc=S
rtb.requests	1561517280	15625.59778	dc=S
rtb.requests	1561517340	14781.65595	dc=S
rtb.requests	1561517640	15227.62817	dc=S
rtb.requests	1561517700	15204.90556	dc=S
rtb.requests	1561518000	15476.34722	dc=S
rtb.requests	1561518060	14925.19405	dc=S
rtb.requests	1561518360	15044.61349	dc=S
rtb.requests	1561518420	15333.22024	dc=S
rtb.requests	1561518720	15355.96499	dc=S
rtb.requests	1561518780	15729.44277	dc=S
rtb.requests	1561519080	15054.10444	dc=S
rtb.requests	1561519140	16373.25722	dc=S
rtb.requests	1561519440	17117.31885	dc=S
rtb.requests	1561519500	17099.15496	dc=S
rtb.requests	1561519800	17483.4133	dc=S
rtb.requests	1561519860	16258.43611	dc=S
rtb.requests	1561520160	16089.39722	dc=S
rtb.requests	1561520220	17023.24802	dc=S
rtb.requests	1561520520	17925.15333	dc=S
rtb.requests	1561385220	1370.261114	dc=A
rtb.requests	1561385580	1462.375003	dc=A
rtb.requests	1561385940	1528.769444	dc=A
rtb.requests	1561386300	1559.722222	dc=A
rtb.requests	1561386660	1570.575	dc=A
rtb.requests	1561387020	1587.511111	dc=A
rtb.requests	1561387380	1629.044444	dc=A
rtb.requests	1561387740	1585.072222	dc=A
rtb.requests	1561388100	1696.822222	dc=A
rtb.requests	1561388460	1320.125	dc=A
rtb.requests	1561388820	1390.808333	dc=A
rtb.requests	1561389180	1600.055556	dc=A
rtb.requests	1561389540	1671.602778	dc=A
rtb.requests	1561389900	1655.388889	dc=A
rtb.requests	1561390260	1698.833333	dc=A
rtb.requests	1561390620	1797.252778	dc=A
rtb.requests	1561390980	1940.622222	dc=A
rtb.requests	1561391340	1970.2	dc=A
rtb.requests	1561391700	2208.961111	dc=A
rtb.requests	1561392060	1502.866667	dc=A
rtb.requests	1561392420	2129.594444	dc=A
rtb.requests	1561392780	2407.608333	dc=A
rtb.requests	1561393140	2843.133333	dc=A
rtb.requests	1561393500	2827.838889	dc=A
rtb.requests	1561393860	3019.341667	dc=A
rtb.requests	1561394220	3173.502778	dc=A
rtb.requests	1561394580	3332.077778	dc=A
rtb.requests	1561394940	3613.072222	dc=A
rtb.requests	1561395300	3508.655556	dc=A
rtb.requests	1561395660	1359.430556	dc=A
rtb.requests	1561396020	3589.852778	dc=A
rtb.requests	1561396380	4311.177778	dc=A
rtb.requests	1561396740	4504.9	dc=A
rtb.requests	1561397100	4554.519444	dc=A
rtb.requests	1561397460	4263.291667	dc=A
rtb.requests	1561397760	4306.93	dc=A
rtb.requests	1561397820	4540.188333	dc=A
rtb.requests	1561398180	4585.399603	dc=A
rtb.requests	1561398480	4618.887222	dc=A
rtb.requests	1561398540	4152.892778	dc=A
rtb.requests	1561398900	3945.283333	dc=A
rtb.requests	1561399260	2235.202778	dc=A
rtb.requests	1561399620	4504.769444	dc=A
rtb.requests	1561399980	4842.197222	dc=A
rtb.requests	1561400340	5154.766667	dc=A
rtb.requests	1561400700	4796.883333	dc=A
rtb.requests	1561401060	5094.041667	dc=A
rtb.requests	1561401420	4787.916667	dc=A
rtb.requests	1561401780	4986.622222	dc=A
rtb.requests	1561402140	4686.286111	dc=A
rtb.requests	1561402500	4107.977778	dc=A
rtb.requests	1561402860	1809.680556	dc=A
rtb.requests	1561403220	3628.838889	dc=A
rtb.requests	1561403580	4118.411111	dc=A
rtb.requests	1561403940	4041.011111	dc=A
rtb.requests	1561404300	4427.705556	dc=A
rtb.requests	1561404660	4490.252778	dc=A
rtb.requests	1561405020	4013.969444	dc=A
rtb.requests	1561405380	4097.95	dc=A
rtb.requests	1561405680	4095.993333	dc=A
rtb.requests	1561405740	4380.657222	dc=A
rtb.requests	1561406100	4276.904762	dc=A
rtb.requests	1561406460	2316.336111	dc=A
rtb.requests	1561406820	2993.308333	dc=A
